STAR_OUT,TEAM_CITY,TEAM_NAME,BENEFICIARY,SCORE,DELTA_PTS,DELTA_AST,DELTA_REB,DELTA_MIN,N_WITHOUT,LOW_SAMPLE
Keyonte George,Utah,Jazz,Johnny Juzang,-3.351790343255948,-1.117647058823529,-0.6102941176470589,0.7720588235294117,-2.3959079903147718,8,False
Malik Monk,Sacramento,Kings,Markelle Fultz,-3.365079365079366,-1.116666666666667,-0.2222222222222222,-0.033333333333333326,-1.9928571428571438,9,False
Rudy Gobert,Minnesota,Timberwolves,Anthony Edwards,-3.389785353535358,-3.7777777777777786,0.5555555555555554,0.9333333333333327,-1.1008964646464676,10,False
Franz Wagner,Orlando,Magic,Wendell Carter Jr.,-3.3906223964714512,-0.6545454545454543,0.28181818181818175,-1.163636363636364,-1.8542587601078147,22,False
Tyrese Haliburton,Indiana,Pacers,Obi Toppin,-3.4424078431372527,-0.87843137254902,-0.5392156862745099,-0.7019607843137252,-1.3227999999999973,5,False
Cam Thomas,Brooklyn,Nets,Tosan Evbuomwan,-3.462628205128211,-2.4230769230769234,-0.48076923076923084,0.865384615384615,-1.4241666666666717,26,False
Trey Murphy III,New Orleans,Pelicans,CJ McCollum,-3.489072954000177,-2.3309143686502196,-0.9288824383164007,-0.9695210449927432,0.7402448979591867,13,False
RJ Barrett,Toronto,Raptors,Jonathan Mogbo,-3.4977296830681968,-1.166666666666667,-0.4884696016771488,-1.018867924528302,-0.8237254901960789,18,False
Zach LaVine,Chicago,Bulls,Chris Duarte,-3.533508771929825,-0.375,-0.025000000000000022,-0.44999999999999996,-2.6835087719298247,8,False
Rudy Gobert,Minnesota,Timberwolves,Leonard Miller,-3.6129791271347242,-0.40645161290322573,-0.04838709677419355,-0.432258064516129,-2.725882352941176,10,False
Luka Doncic,Los Angeles,Lakers,Gabe Vincent,-3.615928725038404,-1.4412442396313372,0.12096774193548376,-0.10771889400921664,-2.1879333333333335,56,False
De'Aaron Fox,Sacramento,Kings,Isaac Jones,-3.638214285714286,-0.5595238095238098,0.0,-0.23809523809523825,-2.840595238095238,28,False
Tyrese Maxey,Philadelphia,76ers,Jeff Dowtin Jr.,-3.661961086226207,-3.2739361702127656,0.13297872340425543,0.09840425531914887,-0.6194078947368453,8,False
Zach LaVine,Chicago,Bulls,Patrick Williams,-3.6644472597597564,0.41131756756756843,-0.7162162162162162,-0.625,-2.7345486111111086,32,False
Tyrese Maxey,Philadelphia,76ers,Andre Drummond,-3.7316767493446252,0.009578544061302985,0.003831417624521105,-0.773946360153257,-2.9711403508771923,9,False
Herbert Jones,New Orleans,Pelicans,CJ McCollum,-3.7516013824884817,-2.6562211981566826,-1.0359447004608295,-0.6562211981566817,0.596785714285712,35,False
Scottie Barnes,Toronto,Raptors,Bruno Fernando,-3.7678333333333343,-0.0257142857142858,0.3457142857142857,0.08000000000000007,-4.167833333333334,14,False
Bradley Beal,Phoenix,Suns,Mason Plumlee,-3.8422813671609393,-1.1023468057366368,-0.15189048239895708,-0.8383311603650592,-1.7497129186602862,26,False
Kyle Kuzma,Milwaukee,Bucks,AJ Green,-3.8593130699088176,-0.25119047619047574,-0.5577380952380953,-0.32678571428571423,-2.7235987841945324,48,False
Kevin Durant,Phoenix,Suns,Nick Richards,-3.8608045977011507,-2.7666666666666675,-0.5238095238095237,-0.04761904761904745,-0.522709359605912,7,False
Kevin Durant,Phoenix,Suns,Cody Martin,-3.884742063492061,-1.968253968253968,0.0,-0.7619047619047619,-1.1545833333333313,7,False
Andrew Wiggins,Miami,Heat,Josh Christopher,-3.941250000000001,-0.90625,0.09375,-0.15625,-2.972500000000001,32,False
Jalen Williams,Oklahoma City,Thunder,Luguentz Dort,-3.968941769316906,-3.3684210526315788,-0.2210526315789474,-0.3999999999999999,0.020531914893620495,5,False
Cam Thomas,Brooklyn,Nets,Nic Claxton,-3.9768571428571464,-0.2857142857142865,-1.0,-0.9428571428571422,-1.7482857142857178,35,False
Tyrese Haliburton,Indiana,Pacers,Myles Turner,-3.9884340175953152,-0.23232323232323182,0.17575757575757578,-0.33737373737373666,-3.5944946236559225,5,False
Davion Mitchell,Miami,Heat,Pelle Larsson,-4.067946264262053,-0.8440191387559808,-0.2545454545454545,-0.31387559808612453,-2.655506072874493,55,False
De'Aaron Fox,Sacramento,Kings,Doug McDermott,-4.077697214455834,-1.263063063063063,0.04144144144144145,-0.35375375375375373,-2.5023218390804587,37,False
Jimmy Butler,Golden State,Warriors,Stephen Curry,-4.143180464982423,-2.469862363550071,0.6934029425723782,0.06407214048410026,-2.430793184488831,49,False
Scottie Barnes,Toronto,Raptors,Ja'Kobe Walter,-4.173921568627452,-0.8504901960784315,-0.28676470588235303,0.3333333333333335,-3.370000000000001,8,False
Kyle Kuzma,Milwaukee,Bucks,Stanley Umude,-4.1974353288987425,0.3109756097560976,-0.09349593495934959,0.18902439024390244,-4.603939393939393,41,False
DeMar DeRozan,Sacramento,Kings,Keegan Murray,-4.218675324675334,-5.340259740259739,-0.2675324675324675,0.1324675324675324,1.2566493506493401,5,False
Jimmy Butler,Golden State,Warriors,Gui Santos,-4.220897952139901,-1.2847341337907374,-0.676672384219554,-1.3310463121783875,-0.9284451219512224,53,False
Keyonte George,Utah,Jazz,Kyle Filipowski,-4.2403679653679625,-1.9714285714285715,0.4222222222222223,-0.4666666666666668,-2.2244949494949466,9,False
Kyrie Irving,Dallas,Mavericks,Olivier-Maxence Prosper,-4.272985569985572,-2.0214285714285714,0.2773809523809524,-0.5428571428571427,-1.9860808080808106,15,False
Zach LaVine,Chicago,Bulls,Jalen Smith,-4.386605936622951,-2.1891891891891895,-0.08862350722815837,-1.5889377749842866,-0.5198554652213172,37,False
DeMar DeRozan,Sacramento,Kings,Colby Jones,-4.394399624765478,-0.40487804878048783,-0.14146341463414636,0.41463414634146345,-4.262692307692308,5,False
Keegan Murray,Sacramento,Kings,Isaac Jones,-4.50532738095238,-1.7083333333333335,-0.13020833333333334,0.0,-2.666785714285713,6,False
Tyrese Maxey,Philadelphia,76ers,Ricky Council IV,-4.515346078578952,-2.316046966731898,-0.06262230919765166,0.5097847358121332,-2.6464615384615353,14,False
Giannis Antetokounmpo,Milwaukee,Bucks,Liam Robbins,-4.519166666666667,-1.0,-0.32,-0.5066666666666666,-2.692500000000001,6,False
Dejounte Murray,New Orleans,Pelicans,Yves Missi,-4.536750700280109,-1.2610294117647065,0.0318627450980391,-0.9571078431372548,-2.3504761904761864,48,False
Miles Bridges,Charlotte,Hornets,KJ Simpson,-4.633414634146343,-1.7857142857142856,-0.19686411149825744,0.019163763066202044,-2.6700000000000017,14,False
Davion Mitchell,Miami,Heat,Bam Adebayo,-4.734352493583891,-3.1507177033492813,0.4349282296650716,0.6047846889952151,-2.6233477088948973,55,False
Zach LaVine,Sacramento,Kings,Colby Jones,-4.7781481481481505,0.7777777777777778,-1.7111111111111112,-2.4222222222222225,-1.4225925925925944,45,False
Jamal Murray,Denver,Nuggets,Aaron Gordon,-4.907236842105255,-1.7807017543859658,1.421052631578947,-1.447368421052631,-3.100219298245605,12,False
Damian Lillard,Milwaukee,Bucks,Jericho Sims,-4.909945175438597,-1.5157894736842106,-0.37894736842105264,-1.6,-1.415208333333334,5,False
Scottie Barnes,Toronto,Raptors,Garrett Temple,-5.0595,-0.5817307692307693,-0.2432692307692308,-0.15000000000000002,-4.0845,16,False
Joel Embiid,Philadelphia,76ers,Tyrese Maxey,-5.076115942028988,-3.5191304347826105,-1.2313043478260868,-1.2843478260869565,0.9586666666666659,50,False
Keegan Murray,Sacramento,Kings,Malik Monk,-5.0841847041847075,1.1848484848484837,0.06363636363636349,-0.16060606060606064,-6.172063492063494,5,False
Desmond Bane,Memphis,Grizzlies,Brandon Clarke,-5.122881773399017,-0.666666666666667,-0.2857142857142857,-1.4761904761904758,-2.6943103448275885,9,False
Franz Wagner,Orlando,Magic,Cory Joseph,-5.126689839572193,-0.5601604278074865,-0.13502673796791453,-0.4385026737967913,-3.9930000000000003,22,False
Cameron Johnson,Brooklyn,Nets,Noah Clowney,-5.13431127012522,-3.8653846153846154,-0.3076923076923077,-1.2307692307692304,0.26953488372093304,13,False
Tyrese Maxey,Philadelphia,76ers,Justin Edwards,-5.179888888888894,-4.827272727272728,-0.4636363636363636,-0.7090909090909092,0.8201111111111068,10,False
Quentin Grimes,Philadelphia,76ers,Ricky Council IV,-5.291701893679417,-1.1982954545454545,-0.53125,-1.1073863636363637,-2.454770075497599,55,False
Cade Cunningham,Detroit,Pistons,Isaiah Stewart,-5.316824853228962,-1.2267857142857146,-0.36964285714285716,-1.7946428571428572,-1.9257534246575325,7,False
Jimmy Butler,Golden State,Warriors,Gary Payton II,-5.356093126037597,-1.9188596491228065,0.002192982456140413,0.34978070175438614,-3.789207161125317,48,False
Jaylen Brown,Boston,Celtics,Jayson Tatum,-5.37616476964769,0.22926829268292437,-0.5390243902439025,-1.9560975609756097,-3.110311111111102,10,False
RJ Barrett,Toronto,Raptors,Orlando Robinson,-5.411385858585856,-0.7946127946127941,-0.2154882154882154,-0.8484848484848486,-3.5527999999999977,11,False
Kevin Durant,Phoenix,Suns,Bol Bol,-5.434727272727271,-0.5532258064516129,-0.12096774193548387,-0.5758064516129033,-4.184727272727271,20,False
Scottie Barnes,Toronto,Raptors,Jamison Battle,-5.466372294372297,-0.8181818181818183,-0.12121212121212122,-1.012121212121212,-3.514857142857146,15,False
RJ Barrett,Toronto,Raptors,Davion Mitchell,-5.496108225108221,-1.2445887445887447,-0.337662337662338,0.19047619047619047,-4.104333333333329,11,False
CJ McCollum,New Orleans,Pelicans,Yves Missi,-5.524935597189696,-3.098958333333333,0.24826388888888884,-1.0868055555555554,-1.587435597189696,18,False
P.J. Washington,Dallas,Mavericks,Kessler Edwards,-5.538571428571429,-1.977272727272727,0.027272727272727337,-1.1409090909090909,-2.4476623376623383,10,False
Lauri Markkanen,Utah,Jazz,Jordan Clarkson,-5.5764787644787575,-6.385135135135135,-1.2804054054054053,-1.4560810810810811,3.5451428571428636,8,False
Keyonte George,Utah,Jazz,Walker Kessler,-5.580648148148146,-2.6166666666666663,-0.30000000000000004,-1.7166666666666668,-0.9473148148148134,10,False
Luka Doncic,Dallas,Mavericks,Dereck Lively II,-5.602770562770559,-2.0999999999999996,-0.44848484848484826,-2.166666666666667,-0.8876190476190438,30,False
P.J. Washington,Dallas,Mavericks,Jaden Hardy,-5.648536146169947,-3.323943661971831,0.1220657276995305,-0.36463223787167465,-2.0820259740259726,9,False
Bilal Coulibaly,Washington,Wizards,Richaun Holmes,-5.659543010752692,-0.14208909370199718,-0.2473118279569893,-0.11597542242703529,-5.15416666666667,21,False
Cam Thomas,Brooklyn,Nets,Dorian Finney-Smith,-5.679313725490198,-4.535294117647058,-1.164705882352941,-1.552941176470588,1.5736274509803891,10,False
Zach LaVine,Chicago,Bulls,E.J. Liddell,-5.802380952380952,-1.1047619047619048,-0.26666666666666666,-0.580952380952381,-3.8499999999999996,14,False
Anthony Davis,Los Angeles,Lakers,Cam Reddish,-5.825111528822054,-2.2269736842105265,-0.4473684210526316,-1.0899122807017543,-2.0608571428571416,19,False
Zach LaVine,Sacramento,Kings,DeMar DeRozan,-5.835515151515153,-2.0199999999999996,-1.834545454545454,-0.6618181818181816,-1.3191515151515176,50,False
Andrew Wiggins,Miami,Heat,Alec Burks,-5.8874149998864205,-2.8970741901776385,-0.21055381400208983,-0.8840125391849529,-1.895774456521739,58,False
Stephen Curry,Golden State,Warriors,Gary Payton II,-5.961193693693696,-0.8666666666666671,-0.8500000000000001,-0.3041666666666667,-3.940360360360362,6,False
Cam Thomas,Brooklyn,Nets,Ziaire Williams,-6.010525396825395,-3.5972222222222214,0.03194444444444455,-0.9666666666666668,-1.4785809523809519,32,False
RJ Barrett,Toronto,Raptors,Jakob Poeltl,-6.032259764378809,-0.8081761006289305,-0.15723270440251547,-1.2903563941299794,-3.7764945652173836,18,False
Devin Vassell,San Antonio,Spurs,Stephon Castle,-6.0448124999999955,-3.9468750000000004,-0.2093750000000001,-0.640625,-1.2479374999999955,20,False
Fred VanVleet,Houston,Rockets,Steven Adams,-6.058410256410257,-1.6866666666666668,-0.45999999999999996,-2.386666666666667,-1.5250769230769237,6,False
RJ Barrett,Toronto,Raptors,Chris Boucher,-6.176444377990432,-2.916940789473684,-0.016447368421052655,-0.7253289473684212,-2.5177272727272744,19,False
Zach LaVine,Chicago,Bulls,Nikola Vucevic,-6.2268506032188915,-3.175191815856776,-0.06010230179028131,-0.9232736572890019,-2.0682828282828325,34,False
Rudy Gobert,Minnesota,Timberwolves,Joe Ingles,-6.244641025641026,-0.34615384615384615,-0.21025641025641023,-0.2692307692307692,-5.4190000000000005,10,False
De'Aaron Fox,Sacramento,Kings,Isaiah Crawford,-6.282976190476189,-0.5529411764705882,-0.1411764705882353,-0.9058823529411764,-4.6829761904761895,17,False
Jalen Johnson,Atlanta,Hawks,Clint Capela,-6.409245129870133,-1.3238636363636367,-0.3068181818181819,-1.079545454545455,-3.6990178571428594,16,False
De'Aaron Fox,Sacramento,Kings,Alex Len,-6.422807017543861,-1.1400000000000001,-0.52,-1.0,-3.762807017543861,5,False
Scottie Barnes,Toronto,Raptors,Jamal Shead,-6.463161764705881,-1.6470588235294121,-0.018382352941176627,-0.30147058823529416,-4.496249999999998,16,False
De'Aaron Fox,Sacramento,Kings,Mason Jones,-6.588015873015871,-0.09523809523809534,-0.5555555555555556,-0.8888888888888888,-5.048333333333331,18,False
Malik Monk,Sacramento,Kings,Mason Jones,-6.627888888888888,-1.3666666666666667,0.6222222222222222,-0.0444444444444444,-5.8389999999999995,9,False
P.J. Washington,Dallas,Mavericks,Quentin Grimes,-6.709971014492745,-4.768115942028985,-0.5507246376811594,-0.3913043478260869,-0.9998260869565136,6,False
Jaren Jackson Jr.,Memphis,Grizzlies,Jaylen Wells,-6.77928571428571,-6.012987012987012,-0.5194805194805194,1.103896103896104,-1.3507142857142824,7,False
De'Aaron Fox,Sacramento,Kings,Domantas Sabonis,-6.821019809244319,-3.7461482024944956,-1.059427732942039,0.008804108584007153,-2.024247982391792,29,False
Trey Murphy III,New Orleans,Pelicans,Yves Missi,-6.856079182630907,-2.5359195402298846,0.2543103448275863,-1.3563218390804597,-3.218148148148149,24,False
Cam Thomas,Brooklyn,Nets,Cameron Johnson,-6.864290640394092,-4.253448275862068,-0.7827586206896551,-0.864655172413793,-0.963428571428576,29,False
Bilal Coulibaly,Washington,Wizards,Kyshawn George,-6.922719657120604,-2.6577885391444713,-0.7772397094430994,-1.0338983050847457,-2.4537931034482874,21,False
Jalen Brunson,New York,Knicks,Precious Achiuwa,-7.002142857142862,0.05714285714285694,-0.20000000000000007,-0.45714285714285774,-6.402142857142861,14,False
Davion Mitchell,Miami,Heat,Alec Burks,-7.026139645794821,-3.038383838383838,-0.28888888888888886,-1.1035353535353538,-2.59533156498674,55,False
Malik Monk,Sacramento,Kings,Isaac Jones,-7.028333333333336,-1.2685185185185186,-0.28935185185185186,-0.5671296296296295,-4.903333333333336,16,False
Kyle Kuzma,Milwaukee,Bucks,Ryan Rollins,-7.033016283034952,-1.3081841432225065,-0.727621483375959,-0.3708439897698208,-4.626366666666666,46,False
Trey Murphy III,New Orleans,Pelicans,Herbert Jones,-7.085686274509803,-1.1133333333333333,-0.6933333333333331,-0.17333333333333334,-5.105686274509804,6,False
Kyrie Irving,Dallas,Mavericks,Dereck Lively II,-7.117884992278764,-2.7603686635944698,-1.1490015360983103,-2.775729646697389,-0.4327851458885945,21,False
Dejounte Murray,New Orleans,Pelicans,Daniel Theis,-7.124074609600924,-1.986842105263158,-0.4276315789473685,-1.5065789473684212,-3.203021978021976,19,False
Jalen Johnson,Atlanta,Hawks,Dominick Barlow,-7.192281105990785,-2.0,-0.16129032258064516,-0.6774193548387095,-4.35357142857143,31,False
P.J. Washington,Dallas,Mavericks,Spencer Dinwiddie,-7.248595670995666,-2.7233766233766232,-0.6558441558441555,-0.9584415584415584,-2.910933333333329,10,False
Keegan Murray,Sacramento,Kings,Jae Crowder,-7.357462121212122,-0.41818181818181815,-0.10909090909090909,0.006060606060606044,-6.836250000000001,6,False
Herbert Jones,New Orleans,Pelicans,Daniel Theis,-7.404389032020611,-1.9815384615384612,-1.146153846153846,-1.4246153846153846,-2.852081339712919,26,False
Dejounte Murray,New Orleans,Pelicans,CJ McCollum,-7.455953533026122,-5.555760368663595,-0.5456221198156683,-0.56036866359447,-0.7942023809523882,31,False
Jimmy Butler,Golden State,Warriors,Moses Moody,-7.526369237231769,-0.6140651801029158,-0.35634648370497435,-0.7277015437392795,-5.828256029684599,53,False
Jimmy Butler,Golden State,Warriors,Draymond Green,-7.585272444946364,-2.041501976284586,-0.6245059288537549,-0.8053359683794463,-4.113928571428577,46,False
Bilal Coulibaly,Washington,Wizards,Khris Middleton,-7.634285714285717,-1.6071428571428577,-0.9107142857142856,-0.3392857142857144,-4.777142857142859,7,False
Paul George,Philadelphia,76ers,Kelly Oubre Jr.,-7.6365240641711125,-3.6985294117647065,-0.0931372549019609,-2.410539215686274,-1.4343181818181705,34,False
Brandon Miller,Charlotte,Hornets,LaMelo Ball,-7.668815384615386,-4.967948717948715,0.21153846153846168,-0.4198717948717947,-2.4925333333333377,24,False
CJ McCollum,New Orleans,Pelicans,Daniel Theis,-7.683384262796027,-1.809090909090909,-0.8545454545454545,-1.6749999999999998,-3.344747899159664,11,False
Tyrese Maxey,Philadelphia,76ers,Alex Reese,-7.702499999999999,-1.9999999999999996,-0.09999999999999998,-1.0,-4.602499999999999,5,False
Kyle Kuzma,Milwaukee,Bucks,Gary Trent Jr.,-7.738901560624251,-4.046218487394958,-0.3913565426170469,0.2677070828331334,-3.569033613445381,49,False
Paolo Banchero,Orlando,Magic,Cole Anthony,-7.760358276643988,-1.425170068027211,0.028911564625849984,-0.41609977324263037,-5.947999999999997,36,False
Quentin Grimes,Philadelphia,76ers,Reggie Jackson,-7.870244173140954,-7.452830188679245,-0.018867924528301883,-0.13207547169811318,-0.26647058823529335,53,False
Jimmy Butler,Golden State,Warriors,Quinten Post,-7.889338118022327,-2.4653679653679657,-0.02813852813852824,-0.9891774891774889,-4.406654135338345,22,False
Julius Randle,Minnesota,Timberwolves,Josh Minott,-7.97548951048951,-1.9711538461538463,-0.2298951048951049,-0.3767482517482517,-5.397692307692307,13,False
Nikola Vucevic,Chicago,Bulls,Kevin Huerter,-8.051847826086954,-2.6869565217391305,-1.660869565217391,-1.060869565217391,-2.643152173913041,5,False
Kyrie Irving,Dallas,Mavericks,Max Christie,-8.075897435897435,-2.3369963369963376,-1.6227106227106227,0.04761904761904745,-4.1638095238095225,21,False
Miles Bridges,Charlotte,Hornets,Seth Curry,-8.442624108734401,-0.4715073529411766,-0.8079044117647058,-0.8722426470588235,-6.290969696969695,17,False
Jaren Jackson Jr.,Memphis,Grizzlies,Zach Edey,-8.462010731052978,-3.81338028169014,-0.7095070422535212,-1.963028169014084,-1.9760952380952332,8,False
Zach LaVine,Sacramento,Kings,Keon Ellis,-8.507970268724982,-1.709090909090909,-0.49090909090909074,-0.581818181818182,-5.726152086906801,55,False
Rudy Gobert,Minnesota,Timberwolves,Josh Minott,-8.610604395604398,-2.076923076923077,-0.3076923076923077,-0.6802197802197802,-5.545769230769232,10,False
Tyrese Maxey,Philadelphia,76ers,Eric Gordon,-8.627706698063843,-3.2585034013605445,-0.41156462585034015,-0.06462585034013602,-4.893012820512823,6,False
Trey Murphy III,New Orleans,Pelicans,Trey Jemison III,-8.79554347826087,-0.9937888198757765,-0.33540372670807456,-0.5838509316770186,-6.8825,7,False
De'Aaron Fox,Sacramento,Kings,Jae Crowder,-8.865494505494507,-0.6835164835164835,-0.09670329670329672,-0.5681318681318681,-7.517142857142858,35,False
Stephen Curry,Golden State,Warriors,Gui Santos,-8.887919489007725,-1.6868686868686869,-0.43308080808080807,-1.7146464646464648,-5.053323529411765,9,False
Bilal Coulibaly,Washington,Wizards,Jordan Poole,-8.900615690168822,-1.5620655412115205,-0.7428003972194634,-0.7447864945382325,-5.850963257199606,19,False
Brandon Ingram,New Orleans,Pelicans,Jordan Hawkins,-8.967650828697597,-4.38409703504043,0.10916442048517516,-0.7884097035040432,-3.904308510638298,53,False
Devin Vassell,San Antonio,Spurs,Victor Wembanyama,-9.18752923976609,-4.758771929824562,-0.32894736842105265,-1.7850877192982448,-2.3147222222222297,12,False
Luka Doncic,Los Angeles,Lakers,Dorian Finney-Smith,-9.188155225792672,-1.442831215970962,-0.5154264972776768,-1.210526315789474,-6.019371196754559,19,False
Luka Doncic,Dallas,Mavericks,Jazian Gortman,-9.307575757575755,-1.7375,-0.22916666666666669,-0.23333333333333334,-7.107575757575756,15,False
Anthony Davis,Dallas,Mavericks,Naji Marshall,-9.3311023385217,-3.134032634032634,-0.7645687645687649,0.2226107226107228,-5.655111662531024,66,False
Shai Gilgeous-Alexander,Oklahoma City,Thunder,Cason Wallace,-9.410302631578949,-5.689583333333333,-2.1854166666666663,-1.75625,0.22094736842105078,5,False
Dennis Schroder,Brooklyn,Nets,Dorian Finney-Smith,-9.43533333333334,-6.7142857142857135,-1.2857142857142858,-1.0,-0.43533333333333957,6,False
Paolo Banchero,Orlando,Magic,Wendell Carter Jr.,-9.770930971544178,-2.3797169811320753,0.10534591194968557,-2.5943396226415096,-4.902220279720279,24,False
Josh Hart,New York,Knicks,Mikal Bridges,-9.840080808080813,-2.3400000000000016,1.1799999999999997,0.45999999999999996,-9.14008080808081,5,False
Paul George,Philadelphia,76ers,Pete Nance,-9.912923076923079,-1.1538461538461537,-0.23076923076923078,-0.4923076923076923,-8.036000000000001,5,False
Jimmy Butler,Golden State,Warriors,Brandin Podziemski,-9.94870764894019,-3.39069264069264,0.22077922077922096,-0.6179653679653674,-6.160828861061404,44,False
Fred VanVleet,Houston,Rockets,Jalen Green,-10.023953488372081,-2.7015503875968996,-0.5271317829457365,-0.7945736434108528,-6.000697674418593,6,False
Kawhi Leonard,Los Angeles,Clippers,Kai Jones,-10.240034029484029,-1.633906633906634,-0.36609336609336607,-1.0294840294840297,-7.21055,37,False
Trae Young,Atlanta,Hawks,Zaccharie Risacher,-10.444441025641026,-5.166666666666666,-0.3666666666666667,0.641025641025641,-5.552133333333334,5,False
Joel Embiid,Philadelphia,76ers,Jared McCain,-10.482714285714282,-3.2333333333333325,-0.3619047619047615,1.2095238095238097,-8.096999999999998,15,False
Anthony Davis,Los Angeles,Lakers,Dalton Knecht,-10.774509496106134,-3.148717948717948,-0.4558974358974359,-1.4451282051282053,-5.724765906362544,39,False
Malik Monk,Sacramento,Kings,Jae Crowder,-10.90605769230769,-0.4423076923076923,-0.11538461538461539,-0.38461538461538464,-9.96375,9,False
Jalen Johnson,Atlanta,Hawks,Daeqwon Plowden,-11.091666666666667,0.7749999999999999,-0.25,0.125,-11.741666666666667,10,False
Jrue Holiday,Boston,Celtics,Kristaps Porzingis,-11.185595238095239,-2.833333333333334,-0.23015873015873,-2.0317460317460316,-6.090357142857144,6,False
Miles Bridges,Charlotte,Hornets,Nick Smith Jr.,-11.46383661740558,-2.2543103448275854,0.11422413793103448,0.18534482758620685,-9.509095238095236,16,False
